# galtileid raJ2000 decJ2000 uDerived gDerived rDerived iDerived zDerived yDerived redshift semiMajorBulge semiMinorBulge semiMajorDisk semiMinorDisk isAGN
4711616819218 1.21889382 4.53041113 24.4161363 23.9243623 23.1207268 22.5529525 22.3670778 22.2175717 0.625189424 0.0876097977 0.0873742029 0.944935322 0.398475498 0
4711616940050 1.34891756 4.4102427 23.50569 23.4923441 23.0388541 22.6203346 22.5337764 22.4426302 0.622221529 0.270397693 0.267571986 0.1621124 0.0682620034 0
4711616974866 1.28456349 4.46126075 24.4851854 24.1469514 23.388254 22.783206 22.6073654 22.4609353 0.639791787 0.0980864987 0.0737691 0.87937212 0.562859774 0
4711617169426 1.53208746 4.58067536 24.2573162 24.011458 23.377918 22.7930047 22.5972536 22.4276531 0.629947424 0.0473425016 0.0447314009 0.522868276 0.36156261 0
4711617234962 1.37485187 4.22392835 25.291344 24.4097095 23.5667242 22.9776973 22.7270668 22.5317646 0.612959921 0.174154997 0.170374796 0.161017299 0.0327152982 0
4711617359890 1.30266685 4.21628309 25.1903942 24.5149238 23.485244 22.7132152 22.4154136 22.1849027 0.61411953 0.272699803 0.193994299 0.326953411 0.190560296 0
4711617800210 1.2626626 4.28985728 27.57014 25.3281444 23.749143 22.7232056 22.2729126 21.9463896 0.620591402 0.416624814 0.414772511 0.117031902 0.0244676992 0
4711617810450 1.35839305 4.56729781 24.2451011 23.5283249 22.9800861 22.5053361 22.290215 22.102541 0.629771173 0.259758413 0.25869 0.209810704 0.0496275984 0
4711617867794 1.20366622 4.32491087 24.4194953 24.0575646 23.3525301 22.7563402 22.5370401 22.3529231 0.616655827 0.1903923 0.188220397 0.366978705 0.199745998 0
4711618082834 1.2492037 4.53418141 25.3234691 24.492422 23.4795155 22.7197412 22.4128679 22.1737677 0.624302089 0.189317301 0.189312205 0.335386604 0.117439099 0
4711618168850 1.22954574 4.53544697 27.5366635 25.26685 23.7313279 22.6955149 22.283836 21.9853622 0.624916911 0.255875409 0.219041407 0.213877693 0.0765775964 0
4711618185234 1.44640108 4.33209467 27.0365771 25.0336772 23.56214 22.599068 22.2008683 21.9120874 0.62395519 0.413791597 0.2907947 1.48781478 0.467654794 0
4711618277394 1.33259664 4.38807923 24.5467227 24.1159581 23.4233215 22.8397979 22.6286444 22.4504464 0.624745727 0.0 0.0 0.370458007 0.157678604 0
4711618447378 1.4097909 4.42850118 24.0845405 23.7521853 23.1027558 22.508659 22.3053255 22.1302822 0.634460986 0.0 0.0 0.914473116 0.485570312 0
4711618539538 1.32727307 4.56322899 25.1866521 24.6711381 23.6877847 22.9413495 22.6726473 22.4620909 0.614520192 0.236463606 0.2203857 0.699251294 0.55935061 0
4711619280914 1.31720768 4.59133778 24.737281 24.2102271 23.4911825 22.8707796 22.6385111 22.4442172 0.634399772 0.0 0.0 0.240715101 0.0949871987 0
4711619995666 1.39543956 4.47419247 24.261988 24.0301048 23.4256814 22.8304146 22.6401385 22.4735734 0.64314568 0.149804294 0.145864204 0.491162598 0.308867514 0
4711620007954 1.5775359 4.32345116 26.3370041 24.9483919 23.6447191 22.7041696 22.3612988 22.1064977 0.636754692 0.0729260966 0.0567661002 0.510142982 0.426495999 2
4711620100114 1.28866668 4.24358973 24.7327971 24.4296275 23.5695445 22.8291286 22.5877312 22.3932114 0.640075922 0.131482199 0.123502903 0.566879213 0.509294689 0
4711620231186 1.27947018 4.29054065 25.5395819 24.4924734 23.5162077 22.7213559 22.3571867 22.0759396 0.613474727 0.361115396 0.361115009 0.212645605 0.0432332009 0
4711620485138 1.21163955 4.43399259 25.9448364 24.7365911 23.6266561 22.7434568 22.364282 22.0759373 0.625243485 0.517504275 0.452863395 0.114672899 0.0235223006 0
4711620739090 1.46123799 4.41386993 25.2976003 24.3118728 23.2597304 22.529293 22.2216237 21.9871421 0.62779969 0.304856598 0.263389498 1.11249185 0.279063404 0
4711620880402 1.50431719 4.59741119 24.96652 24.5329329 23.6096689 22.8951517 22.6453832 22.4462498 0.614238083 0.0 0.0 1.1257025 0.833513081 0
4711620954130 1.56302545 4.58640421 25.2459253 24.3435166 23.5219847 22.8897509 22.5952593 22.3563566 0.617998123 0.149185002 0.0945205018 0.236841097 0.0485627018 0
4711620984850 1.39865692 4.48227433 24.9902552 24.4492154 23.60207 22.9738689 22.7596814 22.5880608 0.632595301 0.0377672985 0.0366179012 1.09796655 0.505969524 0
4711622336530 1.40311959 4.36878595 27.5686397 25.2324789 23.6874771 22.6836767 22.3025045 22.0266661 0.624214172 0.0 0.0 0.338320106 0.2113484 0
4711622584338 1.50899643 4.571708 24.1647246 23.9162434 23.2820524 22.6730448 22.4686855 22.2921333 0.637976289 0.0957541019 0.0940184966 0.454107612 0.283052206 0
4711622610962 1.47924142 4.22835556 26.1207784 25.1197815 23.8862773 22.9646233 22.6059477 22.3388087 0.632839322 0.0647720024 0.0644628033 0.429972202 0.264228404 0
4711622635538 1.57230081 4.4956882 24.6433752 24.0302948 23.2708864 22.6964959 22.4702699 22.2862315 0.614253819 0.0519177988 0.0517476983 0.484200299 0.159812495 0
4711622694930 1.42978713 4.52467177 23.7217938 23.6711775 23.1022843 22.6147996 22.4743833 22.346241 0.606372774 0.0 0.0 0.558305979 0.460274607 0
4711622893586 1.58197851 4.52247434 25.1855395 24.4625358 23.5926722 22.8719662 22.5848147 22.3568931 0.6324597 0.1961568 0.166560993 0.1893996 0.0593466982 0
4711623024658 1.34694596 4.58879788 23.9395561 23.9087366 23.3815428 22.8176433 22.6591695 22.5143542 0.642922819 0.135494396 0.127863601 0.551485777 0.53785789 0
4711623036946 1.46875004 4.26580826 24.8377415 24.296743 23.5460428 22.9365981 22.7169037 22.536415 0.639553785 0.137265995 0.111970797 0.719748914 0.256181389 0
4711623311378 1.22183998 4.54034495 25.9559686 24.8655875 23.6848146 22.7986098 22.4184616 22.1295323 0.631427228 0.140077606 0.139010206 0.391609013 0.112559602 0
4711623344146 1.35523067 4.27619764 27.5073047 25.2274031 23.6832025 22.6115393 22.1931887 21.8916296 0.639252305 0.282509506 0.279470414 0.200033396 0.0813859999 0
4711623489554 1.33697843 4.42194371 24.3143294 24.0602516 23.407262 22.838342 22.6432215 22.4749887 0.618240595 0.0530540012 0.0482495986 0.519606709 0.325560987 0
4711623591954 1.28950054 4.32361788 24.844544 24.3281712 23.3838309 22.6036273 22.3242916 22.1031589 0.638493121 0.203002706 0.143351302 0.411218196 0.254152596 0
4711623641106 1.51529929 4.45866423 24.8479657 24.2488937 23.3983897 22.8014317 22.5920713 22.4263418 0.626063287 0.111743897 0.0895607993 0.750254571 0.266066104 0
4711624013842 1.23057308 4.53011504 27.9065779 25.3801363 23.6807344 22.6009588 22.1299518 21.7896515 0.624804318 0.416110307 0.412709504 0.286803812 0.0590611994 0
4711624048658 1.29092308 4.33785422 23.9472279 23.8543533 23.2060982 22.7186542 22.5962152 22.4875335 0.620779991 0.234882995 0.229327604 0.366827488 0.304067194 0
4711624075282 1.2288762 4.56618566 23.6358667 23.61772 23.1110198 22.6186667 22.4975314 22.380858 0.630015194 0.136510998 0.104920097 0.297430098 0.28831619 0
4711624564754 1.20204399 4.40248494 24.6575706 24.227039 23.3062505 22.5878531 22.3374362 22.1372249 0.616662502 0.0454158001 0.0439030007 0.832001925 0.635907292 0
4711625084946 1.59271498 4.48212272 23.7097261 23.7117336 23.2713167 22.8196781 22.7000206 22.5761465 0.624117374 0.0 0.0 0.134781197 0.130010605 0
4711625369618 1.22572689 4.21333626 23.7402865 23.7070071 23.1702822 22.6769886 22.5451453 22.4206899 0.620283782 0.128507093 0.122902699 0.602057278 0.50293988 0
4711625459730 1.20296362 4.45109436 24.6837473 24.0758092 23.2463033 22.5700602 22.3007603 22.0852185 0.620449901 0.1714371 0.106968202 0.408320487 0.161203504 0
4711625523218 1.21831685 4.26836916 26.0923467 24.892978 23.5498764 22.7447751 22.5122792 22.3408324 0.624905586 0.154876605 0.150627404 0.559881628 0.354005098 0
4711625762834 1.51474467 4.26326557 25.3142263 24.7179498 23.7526493 22.9497337 22.6516677 22.4169753 0.642493129 0.0 0.0 0.364317894 0.214960694 0
4711625785362 1.49523623 4.58749557 24.7372413 24.2272248 23.3592989 22.6777859 22.4459322 22.2601905 0.640758097 0.0518453009 0.0515806004 1.98534346 1.00612164 0
4711626076178 1.42414733 4.22543879 25.1760578 24.3897011 23.5142278 22.8506228 22.5842972 22.375495 0.616055906 0.332207203 0.331071407 0.454694688 0.125031799 0
4711626549266 1.26325776 4.54566144 24.9774451 24.4657548 23.4492207 22.65363 22.3743487 22.1574086 0.624736726 0.162995905 0.1626243 0.457107604 0.378219992 0
4711626696722 1.47112015 4.52664924 25.5351507 24.7383575 23.6211162 22.7648667 22.4280739 22.1712973 0.62484479 0.0 0.0 0.585831523 0.300972611 0
4711626725394 1.59451067 4.54742551 24.1104887 23.9499777 23.326173 22.7891632 22.6137114 22.4604607 0.611167312 0.0755959004 0.0685288012 0.500228703 0.368401915 0
4711626758162 1.22652479 4.57807864 27.6178151 25.3576243 23.8625479 22.8572887 22.4689217 22.188053 0.625094771 0.338680387 0.274656892 0.163268194 0.088148199 0
4711626872850 1.34545929 4.54516322 24.8527652 24.3051314 23.5311594 22.9511074 22.7323398 22.5565303 0.623198509 0.161867201 0.117461704 1.13780165 0.444210291 0
4711626883090 1.32661455 4.23291822 24.8462608 24.1117798 23.2530311 22.4360375 22.1179485 21.8614473 0.618983805 0.345077902 0.344116509 0.676283419 0.58025372 2
4711627077650 1.37639478 4.53421001 24.5824433 24.2089809 23.5061004 22.9214742 22.7194482 22.5501671 0.622912526 0.294362992 0.212883607 0.577970982 0.30780679 0
4711627382802 1.20700727 4.54401867 27.8816746 25.5534921 24.0114357 22.962237 22.5457258 22.2448308 0.62488991 0.368335396 0.297769308 0.411535203 0.242046207 0
4711627470866 1.49521588 4.26176562 24.6565358 23.9446151 23.173346 22.5422891 22.2946763 22.0914893 0.63584578 0.0952963978 0.0946168974 0.251247287 0.0669581965 0
4711627560978 1.31447772 4.5045361 24.548103 24.1789474 23.4652252 22.862612 22.6395901 22.4529766 0.617371619 0.0956740007 0.094279699 0.385818601 0.229330599 0
4711628304402 1.57133764 4.45956898 27.3245098 25.2613853 23.7268485 22.6638953 22.2541361 21.9586525 0.656935692 0.408335209 0.311623394 0.178258896 0.0665116981 0
4711628347410 1.46347255 4.25423486 24.6526875 24.0037959 23.2117705 22.5305272 22.2530093 22.0260816 0.635723412 0.133571506 0.127600193 0.2923778 0.0898210034 0
4711628597266 1.43462317 4.25938195 24.8223283 24.3902283 23.4172644 22.5732587 22.2833595 22.0593906 0.656155109 0.164044306 0.140556693 0.672183871 0.60156858 0
4711628761106 1.34479041 4.50639087 24.4851646 24.1539915 23.5023509 22.9272537 22.747789 22.5934529 0.645533323 0.182988897 0.181306198 0.973145425 0.504419804 0
4711628812306 1.36067644 4.47801284 26.8779109 25.1912144 23.743309 22.6932002 22.2578363 21.9406802 0.656450391 0.2495749 0.249353796 0.462953597 0.224262193 2
4711628888082 1.32489485 4.54085134 24.555637 24.2268702 23.5875639 22.9533412 22.7369345 22.5503681 0.648774087 0.0 0.0 0.331640095 0.192901805 0
4711629289490 1.55630237 4.28190899 24.9923748 24.3786768 23.546442 22.8305355 22.5977292 22.4041676 0.664527774 0.0 0.0 0.958396494 0.378025293 0
4711629416466 1.34687285 4.47672591 23.9827214 23.3499087 23.1242342 22.9539019 22.9066892 22.8412814 0.657862902 0.0 0.0 0.228832901 0.0471342988 0
4711629688850 1.36235527 4.53351387 24.6840393 23.9668342 23.2011472 22.5133637 22.251167 22.0316091 0.655102015 0.143747002 0.110116102 0.448595703 0.122415103 0
4711629918226 1.27640758 4.49821505 23.9924999 23.6350744 23.0662223 22.5499934 22.4260673 22.3119202 0.655257583 0.122431099 0.100593403 1.19570196 0.561726093 0
4711631122450 1.29575346 4.27914303 23.992696 23.5511043 23.0955449 22.6687992 22.5808915 22.4727538 0.65707773 0.0579226017 0.0475509018 0.577185392 0.210054994 0
4711631642642 1.49731385 4.3388854 25.3290604 24.4170803 23.5927033 22.9106751 22.5916348 22.3304237 0.630442202 0.104853101 0.0957496986 0.364918888 0.0807999969 0
4711632234514 1.52716517 4.5105081 24.8329647 24.1233542 23.3621354 22.6428256 22.3924893 22.1799381 0.679837227 0.134352803 0.112269402 0.420044988 0.113602497 0
4711632300050 1.27397453 4.57458416 24.8590051 24.3735651 23.4582156 22.6562997 22.374188 22.150231 0.652986586 0.184490398 0.152338594 0.755413115 0.528624117 0
4711633303570 1.46280463 4.5477764 23.7394548 23.7246163 23.2253453 22.7096226 22.5798736 22.4561099 0.637826681 0.0 0.0 0.672684729 0.584614098 0
4711633530898 1.34779643 4.46281033 27.4353697 25.3751434 23.8492084 22.78361 22.3678188 22.0677022 0.656638086 0.2006374 0.129102007 0.3770684 0.240382001 0
4711633588242 1.46448858 4.50461234 25.3735585 24.8377949 23.8246558 22.9569835 22.6459504 22.4064133 0.656651795 0.0776785016 0.0708599016 0.698803604 0.555756509 0
4711633905682 1.48538785 4.54418479 24.0524565 23.9552733 23.4565499 22.8123556 22.6309268 22.4707867 0.681330681 0.132178098 0.128658503 1.06121135 0.813313007 0
4711633977362 1.48218634 4.44217895 24.4220845 23.7736711 23.2210576 22.7423104 22.6068198 22.4654169 0.656010807 0.134711802 0.1076243 0.55772227 0.165038794 0
4711635384338 1.38001109 4.36204419 26.829122 25.0634876 23.6008659 22.5724718 22.1601618 21.8571876 0.644905686 0.44064641 0.418193698 0.156783402 0.0454359017 0
4711635550226 1.5386458 4.3041613 24.7464962 24.1658527 23.3505556 22.7369758 22.5327456 22.3675925 0.639617205 0.0 0.0 0.666535616 0.267111987 0
4711635828754 1.50934531 4.4629621 24.8305819 24.2601777 23.482308 22.8134235 22.5701208 22.3691527 0.651514173 0.141126797 0.134087607 0.632519603 0.226487607 0
4711636084754 1.5899083 4.42486012 27.3847598 25.3974955 23.8542063 22.7531834 22.3040231 21.9799293 0.6672194 0.336374313 0.255729198 0.298407793 0.147733003 0
4711636647954 1.30777307 4.44939058 24.3652175 23.7292636 23.2108655 22.7156271 22.5912821 22.4540676 0.675467074 0.0616939999 0.0545678996 0.306533486 0.0879815966 0
4711637262354 1.39783841 4.40023602 24.7348262 24.1675664 23.3831215 22.7214812 22.4561177 22.239616 0.626639783 0.208121493 0.171464205 0.363081098 0.150397003 0
4711637348370 1.59694246 4.37863878 26.6760987 25.2202091 23.8535713 22.8023009 22.3525385 22.0167492 0.656917393 0.200716197 0.196683303 0.257622391 0.0561451986 0
4711637596178 1.42373983 4.35874422 27.8131516 25.580843 24.0262028 22.9354379 22.5086963 22.2029246 0.652112126 0.496763498 0.4887214 0.151088402 0.0349921994 0
4711637962770 1.40420226 4.35301903 23.0522951 23.1254071 23.0471036 22.9146173 22.7953733 22.3539821 1.41203451 0.0647557974 0.0443461016 1.09447443 0.587931573 0
4711638009874 1.49885696 4.48273878 22.738373 22.7155278 22.7595113 22.6495723 22.5308092 22.0589314 1.41521263 0.139327407 0.138463601 0.657807708 0.471263409 0
4711638016018 1.21816622 4.55203484 22.738373 22.7155278 22.7595113 22.6495723 22.5308092 22.0589314 1.41521263 0.139327407 0.138463601 0.657807708 0.471263409 0
4711638407186 1.44642009 4.24002916 25.9032501 24.8499172 23.5758255 22.9550033 22.6270561 22.4419688 0.475015014 0.175734803 0.163646698 0.27058351 0.104833797 0
4711638583314 1.24542811 4.36474399 23.1969554 22.5480463 22.9384749 22.6657572 22.4026284 22.3796589 2.01543856 0.128786996 0.125778407 0.549844503 0.119964503 0
4711638597650 1.40301822 4.51013454 23.1266241 23.2253598 23.098214 22.8922043 22.7636022 22.4049707 1.44135106 0.158091694 0.116180703 0.922940373 0.3768996 0
4711638599698 1.53478261 4.55884984 23.1266241 23.2253598 23.098214 22.8922043 22.7636022 22.4049707 1.44135106 0.158091694 0.116180703 0.922940373 0.3768996 0
4711638872082 1.3480504 4.56559078 23.2794718 23.3303875 23.2570637 22.9281812 22.6980357 22.1499384 1.46513927 0.40522179 0.277430087 1.19366884 0.524215519 0
4711639212050 1.21025724 4.51603191 24.289902 23.9461643 23.0870213 22.7981222 22.6289451 22.5417818 0.471410513 0.0 0.0 1.51539886 0.823481023 0
4711639375890 1.57356654 4.48588675 23.1634997 23.2891627 23.1200674 22.8933207 22.758769 22.4225599 1.43354857 0.190550804 0.124898098 0.784866393 0.242244199 0
4711639506962 1.22041012 4.55452319 22.9431066 22.9960191 22.9812082 22.8899606 22.8073506 22.3825417 1.43643379 0.124533802 0.1159494 0.933833301 0.568107426 0
4711640059922 1.25429481 4.50103081 25.4575089 24.5503771 23.3261171 22.7448357 22.4444803 22.276217 0.471681803 0.0 0.0 0.532570302 0.360086709 0
4711640561682 1.30270213 4.20649452 22.8508626 22.890399 22.9413675 22.797357 22.6493366 22.1314452 1.44409645 0.313410401 0.286756188 0.800783575 0.569308579 0
4711640670226 1.32206012 4.290895 23.4402642 23.4562222 23.2840777 22.9247248 22.6815336 22.131079 1.42254698 0.228379905 0.197007194 0.806214929 0.330048293 0
4711640743954 1.52026708 4.59560657 23.056147 23.2706294 23.1248166 22.9346007 22.8282043 22.5230132 1.4168855 0.219827294 0.216297105 0.864807725 0.240028098 0
4711640784914 1.50738802 4.29624129 23.056147 23.2706294 23.1248166 22.9346007 22.8282043 22.5230132 1.4168855 0.219827294 0.216297105 0.864807725 0.240028098 0
4711640924178 1.36340852 4.53842575 23.4391369 23.4738722 23.0040846 22.566835 22.3749036 21.9160197 1.40668452 0.419722706 0.400310904 0.384989589 0.0851503983 2
4711640932370 1.21906593 4.39985534 23.4392442 23.4739875 23.0041795 22.5669022 22.3749601 21.9160557 1.40668452 0.419722706 0.400310904 0.384989589 0.0851503983 2
4711641024530 1.41580198 4.28260992 23.4360527 23.4705605 23.0013588 22.5649055 22.3732823 21.9149861 1.40668452 0.419722706 0.400310904 0.384989589 0.0851503983 2
4711641069586 1.47261559 4.31713256 22.4686669 22.5624851 22.5787755 22.5241091 22.4447687 22.1428704 1.43171096 0.357712001 0.336758286 1.15999484 0.800725698 0
4711641098258 1.31719152 4.46674384 22.4686669 22.5624851 22.5787755 22.5241091 22.4447687 22.1428704 1.43171096 0.357712001 0.336758286 1.15999484 0.800725698 0
4711641128978 1.34132382 4.31242115 23.1836124 23.2459813 23.1982244 22.9775577 22.8016914 22.2479894 1.42417014 0.222977206 0.147843197 1.11607015 0.584979296 0
4711641219090 1.22726236 4.34895525 25.0219589 24.3320314 23.202852 22.6981927 22.4324772 22.2848215 0.471764594 0.0 0.0 0.854208171 0.546794772 0
4711641237522 1.57523295 4.32394329 23.2515751 23.3959236 23.1975905 22.9839395 22.8384094 22.4978827 1.41139495 0.190166101 0.159210607 1.43637717 0.496398896 0
4711642419218 1.56838277 4.22494211 23.0223031 22.9989137 23.0351215 22.8739765 22.7086875 22.2079226 1.41391575 0.289223909 0.28848809 0.689740896 0.559159696 0
4711642470418 1.55560765 4.58629325 22.4436211 22.6028313 22.6053806 22.5684225 22.5416911 22.2954033 1.42484844 0.145443097 0.113169201 0.71157521 0.319178194 0
4711642890258 1.47798948 4.45522683 23.0918728 23.220491 22.9301826 22.5524126 22.3626316 21.9882814 1.44562125 0.0896937028 0.0600676015 0.912714481 0.195701197 0
4711642966034 1.50841695 4.49564323 23.0918728 23.220491 22.9301826 22.5524126 22.3626316 21.9882814 1.44562125 0.0896937028 0.0600676015 0.912714481 0.195701197 0
4711643037714 1.33308966 4.46688737 25.5487136 24.7201256 23.5229675 22.9675772 22.6645872 22.4945851 0.472394198 0.0 0.0 0.148446202 0.0626756996 0
4711643062290 1.42733701 4.33359693 23.1664626 23.1291572 23.0366708 22.6800018 22.4173982 21.8382608 1.44084048 0.439689398 0.416065514 1.00267315 0.522260904 0
4711644645394 1.29656715 4.30096174 22.5598808 22.6956858 22.8482823 22.9559342 23.0360307 22.8553365 1.49254405 0.120143898 0.116413198 0.428820312 0.333107412 0
4711644956690 1.2656898 4.55977418 22.8412488 22.9060195 22.8551337 22.6306581 22.4467689 21.8920421 1.41928351 0.0517372005 0.0405429006 1.17200422 0.607791901 0
4711644991506 1.26923999 4.31025234 23.0156025 23.137107 22.9289221 22.6577264 22.4748384 22.0774552 1.42011416 0.292350113 0.277691007 1.40349197 0.476388514 0
4711645552658 1.34669837 4.54951499 25.945164 24.4171404 23.402049 22.9800918 22.7435539 22.5802121 0.203303993 0.0 0.0 1.48239398 1.18937445 0
4711645648914 1.31989173 4.47402899 23.3616303 23.4376927 23.3059256 22.9607088 22.6900242 22.095442 1.40822494 0.428248793 0.427812606 0.959646285 0.454584897 0
4711646162962 1.35956548 4.46337507 22.8098345 22.7996736 22.8754884 22.8256753 22.7232894 22.343919 1.50045085 0.201497704 0.127439797 0.643710375 0.566281974 0
4711646169106 1.37568248 4.52288184 22.8098345 22.7996736 22.8754884 22.8256753 22.7232894 22.343919 1.50045085 0.201497704 0.127439797 0.643710375 0.566281974 0
4711646531602 1.49188374 4.47970961 23.318178 23.3145379 23.2927451 22.9566019 22.670421 22.0631456 1.42877662 0.527885914 0.460893393 2.17897558 1.76206791 0
4711647195154 1.55846174 4.59671838 24.9098409 23.5373858 22.8229794 22.5504349 22.4034117 22.2929684 0.196494207 0.0 0.0 0.4204548 0.269088089 0
4711647234066 1.54633484 4.5864983 22.9999596 23.1444002 23.0638489 22.9013063 22.8610916 22.633991 1.4533298 0.209766001 0.208072096 0.574270904 0.183164597 0
4711647326226 1.44404943 4.56236227 23.0105156 22.9874089 23.0289325 22.8766343 22.7220349 22.2496958 1.44855261 0.0938965976 0.0845113993 0.644165993 0.472614914 0
4711647584274 1.43980699 4.51930355 22.9658235 22.9429704 22.9900421 22.8794225 22.7677652 22.3042892 1.43460786 0.0 0.0 0.37834549 0.299846292 0
4711647664146 1.37804666 4.37864329 23.358376 23.4380392 23.3086028 22.9960996 22.8639029 22.5445273 1.48702598 0.132777303 0.101855896 0.526911974 0.159228399 0
4711647787026 1.4087571 4.37409441 22.8606646 22.9498122 22.8745488 22.7183415 22.6142726 22.2760021 1.44684672 0.0 0.0 1.5794431 0.737230599 0
4711648040978 1.44814853 4.36960854 23.0083302 22.8290043 22.7905742 22.7760107 22.7778777 22.7770971 0.210839093 0.0 0.0 0.546693623 0.127270296 0
4711648094226 1.37899935 4.36814751 22.6506524 22.7853062 22.9038571 22.9532316 23.0070417 22.8027961 1.48201573 0.170915797 0.169519693 0.668227911 0.40140909 0
4711648342034 1.57392836 4.51537083 24.249827 23.4405014 22.8898913 22.6970433 22.5885842 22.4994354 0.214972407 0.0 0.0 0.915694296 0.682801723 0
4711648415762 1.25572361 4.22954361 25.5349063 24.0829582 23.1713906 22.803317 22.6129692 22.4671361 0.220932707 0.0 0.0 0.619540989 0.317925513 0
4711648571410 1.28873423 4.28831001 23.5343608 23.5785615 23.4174982 22.9634883 22.7155348 22.1487312 1.48203361 0.145320296 0.0962003991 1.00327039 0.289722413 0
4711648747538 1.47460479 4.29782803 22.8674885 22.9954265 22.8445166 22.6377222 22.5387295 22.2344211 1.43881392 0.205938905 0.189731196 0.695421398 0.2392717 0
4711648890898 1.37482453 4.46179219 22.8873873 22.9310409 22.859166 22.6505064 22.5477538 22.1248725 1.47772956 0.238449499 0.223108098 0.909897089 0.388522208 0
4711649411090 1.296754 4.49630025 23.0683316 23.1654538 23.0060091 22.7073981 22.568902 22.2377702 1.46916485 0.155020103 0.155000895 0.704786003 0.187759906 0
4711649687570 1.27898799 4.44210858 24.0540995 24.0473382 23.8289865 23.1947033 22.7618583 22.1001529 1.4442153 0.478733391 0.333865494 0.77179718 0.321802586 0
4711649720338 1.22019391 4.52867536 23.4128756 23.4159203 23.2857021 22.9764874 22.7972096 22.2915789 1.4493494 0.225896999 0.208354294 0.417138487 0.152250394 0
4711650111506 1.31064829 4.4921279 23.1869492 23.2528432 23.1419392 22.8595623 22.7253224 22.3831709 1.48583364 0.0941672027 0.0729222 1.29524529 0.437693 0
4711650191378 1.29343283 4.25611293 25.7566699 24.3242995 23.3574615 22.9568408 22.7435491 22.5925761 0.210833594 0.0 0.0 1.13833356 0.836047173 0
4711650271250 1.53957077 4.40838341 23.1249259 23.1061939 23.0028194 22.6658943 22.4823784 22.1854124 1.51572418 0.555512309 0.555509925 0.617153108 0.188348904 0
4711650318354 1.24428576 4.55482725 25.0008823 23.6717104 22.8662411 22.5123996 22.3012419 22.1805723 0.153410494 0.0 0.0 0.768612683 0.475893497 0
4711650467858 1.28540296 4.23889789 22.3650727 22.4413719 22.5595624 22.6312632 22.5976252 22.3355101 1.39293027 0.346310794 0.345978498 1.21682274 1.11171806 0
4711650643986 1.504655 4.40898847 22.7498928 22.8478625 22.8155364 22.5541228 22.520617 22.296034 1.51011205 0.207311407 0.154587105 0.542463183 0.148300499 0
4711651043346 1.40464425 4.39404906 25.7682552 24.2653434 23.3575052 22.9556937 22.7134447 22.5757357 0.148497403 0.0 0.0 0.759340525 0.391329587 0
4711651196946 1.30167744 4.27507928 22.9775491 22.973074 23.0314325 22.9343282 22.7679929 22.3801919 1.51573515 0.614723384 0.611586809 0.500677705 0.493444294 0
4711651307538 1.51637229 4.45547756 24.3569019 23.5702681 22.9392998 22.67161 22.5190778 22.386461 0.222909197 0.0 0.0 0.77548188 0.455984294 0
4711651416082 1.32450667 4.5202917 23.3470092 23.5459045 23.1858759 22.9058976 22.6950508 22.3305579 1.3787452 0.164482296 0.164466202 0.597738922 0.153373495 0
4711651459090 1.55414976 4.51351786 22.9454273 23.122976 22.870279 22.6744088 22.493707 22.1551909 1.3696574 0.279313892 0.258194 0.601673603 0.189814806 0
4711651477522 1.34309551 4.48380862 22.9454273 23.122976 22.870279 22.6744088 22.493707 22.1551909 1.3696574 0.279313892 0.258194 0.601673603 0.189814806 0
4711651536914 1.50274079 4.34601882 22.4652128 22.606192 22.666898 22.5726799 22.607048 22.4905995 1.4953047 0.0985817015 0.098557502 0.407079488 0.1646384 0
4711651928082 1.3083233 4.26899287 23.3268912 23.4164191 23.2572635 22.9379322 22.6510563 22.0625689 1.37915182 0.380920887 0.3406353 0.736511588 0.314498812 0
4711652055058 1.26447002 4.43695764 24.3506574 23.1762091 22.8193731 22.7277125 22.6544491 22.5970123 0.152501702 0.0 0.0 1.56971657 1.32087386 0
4711652667410 1.28787048 4.41858301 25.4746318 24.0095154 23.1165448 22.7308717 22.4896493 22.3576 0.152501404 0.0 0.0 0.496578991 0.407617688 0
4711652960274 1.49364085 4.57190529 22.9337679 23.0427456 22.8335668 22.610116 22.4223802 21.9536723 1.39284182 0.187709898 0.187709793 1.52536035 0.617372274 0
4711652976658 1.3483849 4.53701985 22.9337679 23.0427456 22.8335668 22.610116 22.4223802 21.9536723 1.39284182 0.187709898 0.187709793 1.52536035 0.617372274 0
4711653879826 1.36232972 4.44048441 23.4531018 23.4107371 23.2205411 22.6852229 22.4507172 21.9620259 1.50924158 0.27629751 0.244166598 0.420439303 0.0890818983 0
4711654440978 1.26587184 4.39335989 25.2431429 23.7813998 22.918023 22.5465969 22.3320274 22.2074462 0.152783796 0.0 0.0 0.430272907 0.243257895 0
4711654541330 1.28361532 4.42674572 24.7669984 23.6245363 22.9619894 22.6839218 22.5194052 22.4333936 0.152511805 0.0 0.0 1.63382733 1.55077958 0
4711654897682 1.24494805 4.41562887 25.4063701 23.9901352 23.1463754 22.7915535 22.5772014 22.4672197 0.152674794 0.0 0.0 1.24888468 1.19214916 0
4711654926354 1.54410312 4.44373597 22.9646923 22.9924348 23.0877001 22.9829024 22.8172518 22.2902005 1.39321995 0.153909594 0.119442701 1.00537789 0.886134505 0
