# id raJ2000 decJ2000 glat glon sedFilename uDerived gDerived rDerived iDerived zDerived yDerived properMotionRa properMotionDec parallax radialVelocity isVar
2251126425609 1.2973462 4.3972092 -56.5534662 101.673059 starSED/mlt/m0.3Full.dat.gz 26.1790538 23.9723783 22.7160127 22.0534062 21.7311783 21.5622485 -1.86 16.22 0.2316328 251.5 4
2251126204425 1.2996152 4.3867144 -56.5641283 101.670779 starSED/mlt/m0.7Full.dat.gz 29.893911 27.6449267 26.3364618 25.5941904 25.2363606 25.0502411 -2.26 2.88 0.0461105 45.7 4
872590669833 1.2940425 4.3902484 -56.5589858 101.663315 starSED/mlt/m5.7Full.dat.gz 25.5046968 23.2013998 21.7333342 19.8851785 18.9769008 18.3773873 -37.57 -3.02 2.5281335 -44.9 4
2251127300105 1.3079294 4.3793214 -56.5738061 101.680674 starSED/kurucz/km10_5750.fits_g25_5910.gz 25.4973349 24.4933188 24.1269473 24.0097708 23.9821836 23.9727942 -0.78 0.12 0.0155668 -14.3 0
2251127318537 1.307481 4.3810031 -56.5720702 101.680894 starSED/kurucz/km50_4000.fits_g10_4080.gz 30.3233828 28.0340703 26.79496 26.2311642 25.9554757 25.8017888 -1.3 1.16 0.0277588 -34.3 0
1677003112457 1.3105205 4.3873962 -56.5670011 101.689853 starSED/mlt/m3.0Full.dat.gz 27.1566639 24.9815107 23.6225559 22.3953579 21.8302105 21.6208526 -6.11 2.84 0.3238918 4.3 4
2251128082441 1.3120009 4.379204 -56.5752304 101.687579 starSED/kurucz/km20_5750.fits_g25_5770.gz 24.253938 23.3368692 22.9562961 22.815428 22.7700934 22.7560668 -0.55 0.72 0.0328852 144.7 0
872590710793 1.3031752 4.3701579 -56.5809424 101.667147 starSED/mlt/m3.5Full.dat.gz 26.4822546 24.2798054 22.9264897 21.6130007 21.0056461 20.7374107 -12.1 -1.87 0.5069907 -58.6 4
2269760792585 1.3071266 4.3680437 -56.5842181 101.672674 starSED/mlt/m2.6Full.dat.gz 31.4985588 29.3180581 27.9530676 26.8006142 26.2706912 26.0800374 -3.51 0.63 0.0509096 -177.2 4
2390940497929 1.3046809 4.3596878 -56.5913347 101.663571 starSED/kurucz/km50_4000.fits_g10_4080.gz 29.4073829 27.1180705 25.8789601 25.3151644 25.0394758 24.885789 -1.23 0.81 0.0412098 -7.7 0
2251125874697 1.3055405 4.3643123 -56.5872366 101.667763 starSED/mlt/m0.1Full.dat.gz 28.6733781 26.4866447 25.2542432 24.6259334 24.3201758 24.1600397 -2.25 0.9 0.0663132 9.1 4
2251125032969 1.2946164 4.3827554 -56.5662604 101.659894 starSED/mlt/m2.5Full.dat.gz 30.8464734 28.661049 27.2946948 26.1624134 25.6419541 25.4516198 -3.13 2.95 0.0624022 2.8 4
2251122876425 1.2922138 4.3550084 -56.5917347 101.639459 starSED/kurucz/km10_5000.fits_g00_5000.gz 23.5117504 21.7013821 20.9698823 20.7048673 20.6003655 20.5301928 -8.96 -4.38 0.1493482 -314.9 0
2390939844617 1.2902387 4.3662007 -56.5805084 101.642663 starSED/kurucz/km10_4750.fits_g05_4950.gz 25.0504213 23.2936798 22.5678554 22.3016109 22.1926993 22.1194021 -3.04 0.01 0.072778 -175 0
2390940383241 1.3011829 4.3619258 -56.5880878 101.658894 starSED/mlt/m0.5Full.dat.gz 27.5468922 25.3184138 24.0357467 23.3344105 22.9944349 22.8165861 -7.27 6.53 0.1251411 29 4
872590501897 1.2975094 4.3592919 -56.5893934 101.651052 starSED/kurucz/km05_4750.fits_g05_4910.gz 18.121215 16.0881356 15.3142923 15.0487962 14.9205299 14.8516072 -16.76 1.76 1.65577 -19.3 0
2251124568073 1.2951706 4.3729622 -56.5757047 101.655086 starSED/kurucz/km45_4000.fits_g05_4140.gz 28.2051112 25.8681116 24.6159384 24.0523293 23.7796465 23.6291897 -3.05 2.31 0.0588573 -40.9 0
2390942203913 1.3248845 4.3857997 -56.5731411 101.713517 starSED/mlt/m0.8Full.dat.gz 28.0943896 25.8366843 24.5163158 23.7532148 23.386632 23.1967557 -4.07 3.72 0.1233673 33.8 4
2251130927113 1.3249777 4.382153 -56.5766223 101.711538 starSED/kurucz/km10_5250.fits_g20_5390.gz 24.5048658 23.287123 22.7701782 22.5840621 22.5167737 22.4795348 -0.68 2.4 0.0477749 125.7 0
2251132764169 1.3359023 4.3790809 -56.5830476 101.728454 starSED/kurucz/km20_5750.fits_g35_5850.gz 21.1367018 20.296666 19.923309 19.7864937 19.7454977 19.7363358 -6.06 4.04 0.1426921 30.7 0
1677004214281 1.3415842 4.3548464 -56.6078134 101.723981 starSED/mlt/m3.8Full.dat.gz 26.4476623 24.2216097 22.8663694 21.4966338 20.8585193 20.5553165 -7.91 -6.63 0.6344538 -68.9 4
2269761867785 1.3404306 4.3555111 -56.6068129 101.722393 starSED/mlt/m3.2Full.dat.gz 31.2358812 29.0533323 27.6973493 26.4356918 25.8542329 25.6239194 0.26 2.09 0.0655843 213 4
2372165273609 1.338763 4.3576711 -56.6042317 101.720801 starSED/mlt/m4.5Full.dat.gz 30.9420247 28.6822818 27.2934421 25.7617982 25.0272655 24.673034 -4.74 5.42 0.1222362 1 4
2027685259273 1.3614219 4.3605936 -56.6087551 101.761369 starSED/mlt/m2.1Full.dat.gz 24.8191494 22.604465 21.2340001 20.1878005 19.7068864 19.5077964 -6.72 -1.73 0.6835968 -32.2 4
872591796233 1.3579135 4.3584172 -56.6096874 101.754077 starSED/mlt/m1.8Full.dat.gz 22.3452885 20.1044555 18.7332885 17.7547627 17.3029873 17.0972633 -0.4 33.73 1.8323144 70.5 4
2251132293129 1.3344937 4.3756025 -56.5858862 101.724001 starSED/kurucz/km25_5750.fits_g30_5910.gz 23.3194055 22.4838212 22.1345352 22.0067815 21.9692153 21.9621033 -2.66 0.44 0.0444222 -209.4 0
2251132426249 1.3387731 4.3650982 -56.5972057 101.725175 starSED/kurucz/km40_4000.fits_g05_4160.gz 29.5323698 27.2029758 25.9685223 25.416857 25.1509496 25.0032656 -1.69 -0.1 0.0347056 -56.1 0
2251126175753 1.3245926 4.3136749 -56.6412972 101.670643 starSED/kurucz/km10_5000.fits_g20_5220.gz 25.0689865 23.7580583 23.1845182 22.9740022 22.8917916 22.8433623 -2.29 1.2 0.0472063 -168.1 0
1205287471113 1.3272025 4.3133573 -56.6424399 101.674934 starSED/mlt/m0.8Full.dat.gz 20.6343898 18.3766844 17.056316 16.2932149 15.9266321 15.7367559 -16.5 23.74 2.4865661 21.5 4
2251128639497 1.3353766 4.3183374 -56.640364 101.69189 starSED/kurucz/km15_4750.fits_g00_4970.gz 25.5461612 23.8510769 23.1284751 22.8522707 22.737098 22.6696985 -0.83 3.46 0.0637382 158.5 0
2390941310985 1.3296947 4.3243975 -56.6327973 101.685705 starSED/kurucz/km10_5000.fits_g15_5180.gz 23.9037175 22.510931 21.9163222 21.6985949 21.6129633 21.5606987 -3.15 1.67 0.0928539 -38.1 0
2251133792265 1.3642125 4.3110629 -56.6565365 101.737114 starSED/kurucz/km10_5000.fits_g05_5160.gz 23.6705315 22.1048212 21.4750213 21.2481785 21.1601441 21.1042538 -0.44 3.34 0.1018122 167.9 0
2390942564361 1.3551179 4.3177682 -56.6472629 101.725437 starSED/mlt/m0.3Full.dat.gz 29.7317482 27.5246751 26.2679789 25.6051602 25.2827594 25.1137254 -1.27 0.17 0.042462 44.8 4
2251129292809 1.3291467 4.3453554 -56.6127887 101.697083 starSED/mlt/m2.9Full.dat.gz 29.8447267 27.6706817 26.3101736 25.1008078 24.5440609 24.3423318 -3.35 3.11 0.1138676 12.8 4
2390941997065 1.3366561 4.3409361 -56.6193909 101.707365 starSED/mlt/m0.1Full.dat.gz 29.4253784 27.238645 26.0062435 25.3779337 25.0721761 24.91204 -2.08 2.18 0.0431519 -110 4
2251130886153 1.3400783 4.3374064 -56.6238338 101.711162 starSED/mlt/m0.8Full.dat.gz 28.1413895 25.8836842 24.5633157 23.8002147 23.4336319 23.2437556 -1.24 5.52 0.1102554 151.6 4
2390941741065 1.3349273 4.3333188 -56.6260423 101.699925 starSED/kurucz/km10_5250.fits_g30_5310.gz 21.4378231 20.2353668 19.6958699 19.4993603 19.4245186 19.3828825 -7.36 0.58 0.2501497 -81.5 0
2372164984841 1.331956 4.3359885 -56.6225581 101.696397 starSED/mlt/m2.6Full.dat.gz 30.1245588 27.9440581 26.5790677 25.4266142 24.8966912 24.7060374 -3.19 1.37 0.0729458 -34 4
872591126537 1.3366541 4.3312007 -56.6286032 101.701643 starSED/kurucz/km25_4250.fits_g00_4370.gz 23.0104027 20.7265512 19.6080446 19.1360566 18.9172853 18.7924513 -9.27 6.38 0.5039646 3.7 0
2027684632585 1.3434095 4.3286752 -56.6331699 101.711749 starSED/kurucz/km20_4250.fits_g00_4410.gz 20.977141 18.658107 17.5752824 17.1319215 16.9285247 16.8069808 -7.57 7.49 1.0209395 13.8 0
2390945230857 1.4034187 4.3185879 -56.6620075 101.808864 starSED/mlt/m0.6Full.dat.gz 30.7601899 28.5206946 27.2245714 26.5027251 26.1536132 25.9714118 -1.19 0.93 0.0302831 6.9 4
2251140171785 1.3971713 4.3128547 -56.6654316 101.794774 starSED/kurucz/km40_5250.fits_g15_5470.gz 22.3090309 21.3153373 20.8721692 20.691099 20.6173372 20.5877399 -0.65 0.59 0.0215278 94.4 0
2390944081929 1.3738711 4.3440117 -56.6284527 101.773015 starSED/mlt/m2.7Full.dat.gz 31.0715164 28.8942646 27.5303954 26.3581601 25.8188612 25.6262263 -1.93 3.13 0.0551569 108.2 4
2251136901129 1.3723571 4.3346202 -56.6368568 101.764914 starSED/kurucz/km10_5250.fits_g15_5290.gz 23.2190743 21.8986682 21.3437778 21.1427534 21.0670069 21.0224164 -3.86 3.06 0.1070533 39.9 0
2251134646281 1.3686253 4.3119507 -56.6571158 101.745213 starSED/mlt/m2.4Full.dat.gz 26.1180769 23.9262062 22.5582709 21.4465365 20.9355992 20.7441631 -27.68 7.47 0.5074579 -91 4
872591996937 1.3825234 4.3133639 -56.6602459 101.76991 starSED/mlt/m1.9Full.dat.gz 24.0490849 21.8164803 20.4448745 19.4435363 18.9821105 18.7778333 -5.26 9.14 0.887156 29.5 4
2251135363081 1.3688536 4.3222799 -56.647412 101.751665 starSED/mlt/m4.1Full.dat.gz 29.2465086 27.00063 25.6357385 24.2016858 23.525997 23.1992633 -0.44 14.17 0.2332384 217.3 4
2251136489481 1.3733927 4.3258326 -56.6455082 101.761541 starSED/kurucz/km10_5750.fits_g35_5750.gz 23.7816534 22.7972583 22.3792375 22.2371172 22.197004 22.1819626 -1.83 -0.38 0.0496135 -169.1 0
2251136868361 1.3789471 4.3148575 -56.6576828 101.764644 starSED/mlt/m2.4Full.dat.gz 30.9330771 28.7412064 27.3732711 26.2615368 25.7505994 25.5591633 -0.37 0.94 0.0513098 128.1 4
2251136403465 1.3771454 4.3134253 -56.6584595 101.76071 starSED/mlt/m2.7Full.dat.gz 27.7555163 25.5782645 24.2143953 23.04216 22.5028611 22.3102263 -4.11 8.65 0.23681 113 4
2372165922825 1.3802952 4.3225276 -56.650855 101.771455 starSED/kurucz/km15_4500.fits_g05_4600.gz 22.7536896 20.7441524 19.8538155 19.5031022 19.3439366 19.2427821 -13.58 4.9 0.3798394 -54.8 0
2372165941257 1.3808495 4.3236557 -56.6499651 101.773068 starSED/mlt/m0.6Full.dat.gz 27.2691899 25.0296945 23.7335713 23.011725 22.6626131 22.4804117 -5.47 8.6 0.1558834 123.3 4
2390943125513 1.3642781 4.3195144 -56.6485581 101.742187 starSED/mlt/m1.7Full.dat.gz 26.1848136 23.9354394 22.564579 21.6083331 21.1656114 20.9589115 -17.05 24.74 0.387793 92.1 4
2390942894089 1.3607615 4.3175627 -56.649274 101.735005 starSED/mlt/m2.4Full.dat.gz 31.4290772 29.2372066 27.8692713 26.7575369 26.2465996 26.0551635 -1.52 0.58 0.0437119 17.6 4
2390943168521 1.3619137 4.3285127 -56.6392803 101.743408 starSED/kurucz/km25_4250.fits_g00_4370.gz 29.8810826 27.5968458 26.4780122 26.0058155 25.7868672 25.6619286 -0.24 1.16 0.0236157 81.8 0
2390943942665 1.3685093 4.3521135 -56.6190603 101.76856 starSED/kurucz/km30_5750.fits_g25_5990.gz 26.6090073 25.758244 25.4368178 25.3222023 25.2902507 25.2853495 -0.41 0.27 0.0077839 -33.1 0
872591896585 1.3638918 4.3534767 -56.6162859 101.761437 starSED/mlt/m1.4Full.dat.gz 23.8114079 21.5436111 20.1793619 19.2895143 18.8731105 18.667716 -11.11 -12.11 0.8847081 -82.4 4
2390943774729 1.3676583 4.3442507 -56.6262301 101.762493 starSED/mlt/m1.8Full.dat.gz 27.6969678 25.4557428 24.0842511 23.1055112 22.653568 22.4477399 -8.79 0.5 0.199159 -126.2 4
2390941921289 1.3316575 4.3517384 -56.6075575 101.705137 starSED/kurucz/km15_5750.fits_g25_5810.gz 21.8912524 20.9350337 20.5564729 20.422824 20.3836567 20.3708976 -2.14 2.32 0.0954113 93.9 0
872591671305 1.35993 4.3377872 -56.6298636 101.745444 starSED/mlt/m5.7Full.dat.gz 27.6282694 25.3246648 23.8562853 22.0079143 21.0994763 20.4998615 -12.05 -6.68 0.9475453 -59.6 4
1677004523529 1.3531992 4.3386002 -56.6269285 101.734372 starSED/kurucz/km20_5000.fits_g00_5100.gz 20.1585585 18.6623072 18.0254741 17.7771589 17.6709453 17.6160275 -10.43 -4.09 0.5119175 -81.2 0
2251159074825 1.4101067 4.5679528 -56.4279392 101.965321 starSED/mlt/m0.6Full.dat.gz 27.4529509 25.2118713 23.9144334 23.1917376 22.8419372 22.6593194 -1.22 3.03 0.1587815 98.6 4
2269765971977 1.3787649 4.574767 -56.4114906 101.915743 starSED/mlt/m1.1Full.dat.gz 28.6911236 26.4173764 25.0677659 24.2411835 23.8489077 23.6492478 -1.72 5.97 0.1026124 191.7 4
2251153729545 1.3837108 4.5628319 -56.4243759 101.917278 starSED/mlt/m2.5Full.dat.gz 31.3421639 29.1551873 27.7875398 26.6543977 26.1332775 25.9425273 -0.94 -0.01 0.0453106 27.6 4
2251154511881 1.38861 4.5603282 -56.4283113 101.924196 starSED/mlt/m2.6Full.dat.gz 30.4162445 28.2341949 26.8679119 25.7145972 25.1840144 24.992945 -3.94 1.87 0.0769839 -21.9 4
2251154739209 1.3877737 4.5663121 -56.4223753 101.926231 starSED/mlt/m3.5Full.dat.gz 31.2908941 29.0869344 27.7323271 26.417974 25.8099657 25.5413152 -2.79 -0.88 0.0664049 -177.6 4
2251157534729 1.4121313 4.5385358 -56.4564587 101.951774 starSED/mlt/m3.9Full.dat.gz 30.6506148 28.4153636 27.0563596 25.6651734 25.0145455 24.7014487 -5.22 4.26 0.0998619 28 4
2390949961737 1.4097321 4.5529726 -56.4420148 101.956023 starSED/kurucz/km15_5750.fits_g30_5790.gz 22.3694832 21.4434934 21.0522213 20.9120264 20.8698563 20.856493 -3.75 1.03 0.081358 -99.8 0
2251157116937 1.405137 4.5517288 -56.441729 101.947452 starSED/kurucz/km20_4500.fits_g00_4640.gz 27.6082024 25.6346268 24.7189618 24.3476323 24.1822341 24.0867557 -1.23 0.24 0.0439137 21.6 0
2251156631561 1.4027287 4.5508827 -56.441763 101.942848 starSED/kurucz/km20_5750.fits_g25_5830.gz 21.8051428 20.8937241 20.5263584 20.392284 20.3506208 20.3385902 -1.06 -0.01 0.0926403 2.9 0
2372168046601 1.4022515 4.5500848 -56.4423669 101.941571 starSED/kurucz/km20_6250.fits_g35_6370.gz 15.5224526 14.7306475 14.4675466 14.3907797 14.3862798 14.3963257 -49.45 6.38 0.9388582 -111 0
2027687237641 1.4014428 4.5490155 -56.4431222 101.93957 starSED/mlt/m4.5Full.dat.gz 29.4352079 27.1736648 25.7832232 24.2504987 23.5151574 23.1604129 -1.9 -3.24 0.2219218 -60.1 4
1677011906569 1.4069569 4.5566048 -56.4376889 101.953381 starSED/mlt/m4.6Full.dat.gz 27.3156408 25.0517914 23.6539917 22.0953641 21.3442026 20.978179 -12.52 3.92 0.5997911 -17.5 4
2251156101129 1.3948156 4.566263 -56.4246677 101.938227 starSED/mlt/m1.7Full.dat.gz 26.7798537 24.5293028 23.1574679 22.2005805 21.7573541 21.5503417 -6.88 9.59 0.2971666 71.6 4
2390949345289 1.392905 4.5684991 -56.4219399 101.936258 starSED/mlt/m2.2Full.dat.gz 30.6721798 28.4643114 27.0933184 26.0240587 25.5324694 25.3359742 -3.02 0.46 0.0632703 -104.2 4
2251156693001 1.400597 4.5582695 -56.4340846 101.943479 starSED/mlt/m2.5Full.dat.gz 29.4608367 27.2734721 25.9055013 24.772144 24.2508585 24.0600044 -2.05 -0.52 0.119234 -23.4 4
2251156273161 1.3975797 4.5606262 -56.4308898 101.939688 starSED/kurucz/km15_5750.fits_g30_5890.gz 22.2619333 21.3538894 20.987532 20.8601621 20.8256525 20.8167414 -3.4 1.16 0.0749549 -63.4 0
2251145371657 1.3364682 4.5725274 -56.4000891 101.842271 starSED/mlt/m4.2Full.dat.gz 29.9417788 27.6909314 26.3207037 24.8631071 24.1733252 23.840883 -3.06 1.26 0.1511472 13 4
2251144921097 1.335196 4.5696126 -56.4024419 101.838408 starSED/mlt/m3.5Full.dat.gz 30.4475745 28.24437 26.8904084 25.5764874 24.9688059 24.700363 -0.93 -0.87 0.104472 -1.1 4
1677007792137 1.3318187 4.5701858 -56.4008173 101.83298 starSED/mlt/m4.3Full.dat.gz 28.1803311 25.9256807 24.5496478 23.067892 22.363573 22.0251864 -3.46 -0.07 0.3111716 -16.4 4
2269764835337 1.3559216 4.5468357 -56.4306474 101.860555 starSED/kurucz/km45_3750.fits_g20_3930.gz 27.4140555 25.1353393 23.8934564 23.3200525 23.033513 22.8706848 -6.91 1.8 0.1143931 -163.1 0
2251147563017 1.356219 4.5492593 -56.4284471 101.86247 starSED/mlt/m1.7Full.dat.gz 27.4871738 25.2370151 23.865505 22.9088314 22.4657732 22.258865 -10.31 7.15 0.1943569 -24.8 4
2390947059721 1.3608494 4.54199 -56.4368132 101.866157 starSED/kurucz/km10_4500.fits_g05_4700.gz 26.0571057 24.0045829 23.1581328 22.8434951 22.7045052 22.6053636 -3.4 -0.17 0.0634746 -230.4 0
2251148906505 1.3643197 4.5455832 -56.43452 101.874169 starSED/kurucz/km50_4000.fits_g05_4160.gz 29.4519082 27.1613794 25.9312741 25.3771405 25.1087959 24.9612884 -0.72 0.67 0.0398107 64.2 0
2390947735561 1.3614908 4.5749066 -56.4058411 101.886342 starSED/mlt/m0.9Full.dat.gz 30.3192588 28.0532523 26.7210628 25.9364042 25.5607293 25.3670742 -0.6 0.2 0.0492493 12.3 4
2251149340681 1.3577169 4.5708993 -56.4084304 101.87758 starSED/mlt/m1.4Full.dat.gz 27.850453 25.5814773 24.2162525 23.3257648 22.9088528 22.7031459 -5.37 1.64 0.147979 -55.3 4
2251146696713 1.3498752 4.5535058 -56.4223953 101.854105 starSED/mlt/m3.6Full.dat.gz 31.2877342 29.0766964 27.722741 26.3907614 25.7734947 25.4925613 -1.71 3.31 0.0734176 100.8 4
1677008523273 1.3478356 4.5593214 -56.4162349 101.854 starSED/kurucz/km10_4750.fits_g00_4770.gz 22.4983184 20.4030291 19.5452051 19.2303174 19.0990975 19.005997 -2.1 5.45 0.3091719 80 0
2251147485193 1.3528217 4.5582095 -56.4188835 101.861865 starSED/mlt/m4.2Full.dat.gz 30.1504243 27.8992105 26.5286609 25.0708481 24.3809039 24.0483586 -3.59 5.04 0.1507995 108.4 4
2251154565129 1.4134728 4.4876899 -56.5050613 101.924619 starSED/mlt/m0.8Full.dat.gz 27.4565139 25.1964385 23.8741055 23.109729 22.7421173 22.5516166 -6.38 9.06 0.1647404 84.9 4
2251153502217 1.4021633 4.5047202 -56.4853181 101.915144 starSED/mlt/m3.0Full.dat.gz 30.7379964 28.5609255 27.2003574 25.9720809 25.4061133 25.1962363 -1.39 3.05 0.0767361 127.8 4
2251154432009 1.4073176 4.5035054 -56.4881138 101.923257 starSED/mlt/m3.5Full.dat.gz 29.2865536 27.0822164 25.7272862 24.4127172 23.8045454 23.5357912 -5.16 4.42 0.17997 15.7 4
1677011369993 1.405983 4.5297727 -56.4628018 101.936192 starSED/mlt/m2.6Full.dat.gz 27.1629159 24.9804791 23.6138729 22.460343 21.9295953 21.7384219 -0.57 0.79 0.258464 19.7 4
2251155243017 1.4073765 4.5157943 -56.4764899 101.930479 starSED/kurucz/km30_6250.fits_g40_6290.gz 22.039078 21.3134777 21.028111 20.9350611 20.9205718 20.929685 -1.39 -0.7 0.0570953 -22.3 0
2251150247945 1.3771247 4.5282683 -56.455014 101.885997 starSED/kurucz/km15_4750.fits_g00_4990.gz 26.9617435 25.2868292 24.5745347 24.302379 24.1888418 24.1228228 -2.29 0.13 0.0313473 -161.8 0
2390947923977 1.3851521 4.5169252 -56.4683237 101.893135 starSED/kurucz/km20_4250.fits_g00_4470.gz 28.6302774 26.4106515 25.3720214 24.9480054 24.7544612 24.6403077 -0.81 -0.24 0.0352533 -129 0
2251152904201 1.3909404 4.5289375 -56.4587934 101.909995 starSED/kurucz/km20_6250.fits_g30_6330.gz 18.2192217 17.3871059 17.126594 17.0506643 17.0443249 17.0515602 -11.56 2.15 0.2079697 -140 0
1677010847753 1.3993356 4.5220421 -56.4680054 101.92035 starSED/kurucz/km15_5750.fits_g15_5990.gz 17.2612119 16.2464204 15.9292052 15.8285837 15.7990269 15.7905473 -7.19 6.68 0.3691476 44 0
2390948624393 1.3984328 4.5144154 -56.4749425 101.914386 starSED/kurucz/km15_5750.fits_g25_5870.gz 21.8059296 20.8574025 20.4925502 20.3657518 20.3300933 20.3193469 0.62 -0.25 0.0856249 49.7 0
2390948440073 1.389081 4.5328695 -56.4544748 101.909096 starSED/mlt/m0.4Full.dat.gz 27.8906009 25.6714758 24.4007469 23.7183213 23.3866012 23.2127522 -1.1 7.37 0.1073495 311.4 4
2251150503945 1.3701227 4.5523345 -56.4299803 101.887994 starSED/kurucz/km20_5750.fits_g25_5870.gz 24.1718788 23.2662254 22.9095173 22.7810987 22.7427741 22.7326439 -1.19 1.45 0.028721 -3.5 0
872593602569 1.38053 4.5415341 -56.4435361 101.899508 starSED/mlt/m5.3Full.dat.gz 27.5592134 25.2764352 23.8292893 22.0870894 21.2242361 20.7075434 -20.3 4 0.8230003 -42.7 4
2390947852297 1.375533 4.5399955 -56.4433971 101.890079 starSED/mlt/m2.4Full.dat.gz 31.1790985 28.9860615 27.6171555 26.5047761 25.9933421 25.801594 -1.62 0.71 0.0493401 -26.7 4
2372167411721 1.3774967 4.5376428 -56.4462531 101.89207 starSED/kurucz/km10_4750.fits_g10_4910.gz 23.2948525 21.5960428 20.8777315 20.6108242 20.4972543 20.4214847 -9.92 6.9 0.1735402 -47 0
2251156168713 1.40408 4.5396462 -56.4528402 101.938655 starSED/mlt/m3.3Full.dat.gz 31.2251111 29.0349117 27.6785439 26.3987487 25.8081919 25.5650781 -1.61 2.07 0.0677642 47.2 4
1677011230729 1.3986639 4.5444544 -56.4465574 101.932182 starSED/mlt/m4.9Full.dat.gz 27.0008778 24.7306057 23.310013 21.6723215 20.8725248 20.4558452 -14.64 -0.05 0.8460577 -39.5 4
2251153647625 1.3931836 4.5338361 -56.4548688 101.916668 starSED/mlt/m3.2Full.dat.gz 30.2312015 28.0467458 26.6891494 25.4264126 24.844135 24.6133023 -1.1 1.75 0.1010648 94.2 4
2269766033417 1.3930088 4.5390364 -56.4498864 101.919382 starSED/kurucz/km30_5500.fits_g15_5620.gz 18.2987958 17.3119996 16.9087292 16.7507399 16.6899318 16.6673983 -5.15 -1.91 0.156603 -96.2 0
2372167419913 1.3720591 4.5555045 -56.4275964 101.893138 starSED/kurucz/km15_5500.fits_g20_5580.gz 22.1292321 21.0779435 20.6387153 20.4758662 20.4187546 20.3936828 -4.56 3.31 0.1074484 -86.2 0
2251154157577 1.389103 4.5533571 -56.4350728 101.921002 starSED/kurucz/km20_4250.fits_g00_4490.gz 26.0119252 23.8256962 22.8023001 22.3849344 22.1948636 22.0833342 -0.63 0.95 0.1015781 55.7 0
1677010561033 1.3839394 4.5540511 -56.4327674 101.912584 starSED/kurucz/km10_4750.fits_g00_4970.gz 19.4191649 17.5707567 16.8215781 16.5493621 16.4407691 16.3672752 -11.58 -6.2 0.8834867 -58.3 0
2251151173641 1.3740612 4.5506296 -56.4328539 101.893731 starSED/mlt/m0.6Full.dat.gz 29.5485706 27.308283 26.0115025 25.2892314 24.9397753 24.7573657 0.34 1.98 0.0556929 292.8 4
872593793033 1.3889794 4.5440265 -56.4438729 101.915387 starSED/kurucz/km25_4250.fits_g00_4330.gz 21.427369 19.0749333 17.9201779 17.4313837 17.2038827 17.0732283 -31.14 12.13 1.0695473 -35.2 0
2269761378313 1.2588603 4.5527371 -56.393889 101.69842 starSED/kurucz/km40_6250.fits_g35_6350.gz 24.3457566 23.5979057 23.3344873 23.2528962 23.2439449 23.2537958 -0.44 0.29 0.0167109 96.7 0
2390941548553 1.2544374 4.5578221 -56.3876515 101.693854 starSED/mlt/m2.3Full.dat.gz 31.52082 29.3219257 27.9528661 26.8624465 26.3613752 26.167911 -0.88 -0.23 0.0376877 -27.5 4
2251129667593 1.2545557 4.5688543 -56.3772501 101.700499 starSED/mlt/m3.5Full.dat.gz 29.6299144 27.4270876 26.0734489 24.7597439 24.1522258 23.8838867 -3.88 4.25 0.1342147 121.6 4
2251129184265 1.253506 4.5645404 -56.3809939 101.696191 starSED/mlt/m1.3Full.dat.gz 29.4457782 27.1740986 25.8135137 24.9449845 24.5367149 24.3327603 -3.83 2.42 0.0693107 -111 4
2390942679049 1.2788615 4.5455571 -56.4071265 101.728324 starSED/mlt/m1.6Full.dat.gz 28.4892165 26.232447 24.8628643 23.9289286 23.4951651 23.2882514 -1.63 2.76 0.1353318 50.9 4
872591167497 1.2632075 4.5509475 -56.3969835 101.704784 starSED/mlt/burrows+2006c91.21_T1900_g5.0_cf1.0new.gz 32.4568861 29.1319821 26.8439373 25.3198489 23.4748459 22.6155474 -28.27 24.93 4.0234629 -5.2 0
1677004765193 1.2771283 4.5744456 -56.3792268 101.742219 starSED/mlt/m4.6Full.dat.gz 27.8661088 25.6036891 24.2071683 22.6494052 21.8988898 21.5332759 -7.03 3.66 0.476431 8.5 4
2372165459977 1.2787099 4.5594398 -56.3939384 101.736165 starSED/mlt/m0.8Full.dat.gz 27.5320771 25.2739767 23.9532808 23.1899672 22.8232129 22.6332326 -4.57 6.96 0.1430211 120.9 4
1677004359689 1.2754652 4.5564914 -56.3956846 101.728914 starSED/mlt/m1.8Full.dat.gz 24.7939678 22.5527427 21.181251 20.2025112 19.7505679 19.5447398 -5.86 0.65 0.5992389 -14.3 4
1677004052489 1.2677413 4.5625605 -56.3874541 101.719291 starSED/mlt/m5.1Full.dat.gz 27.83225 25.5578863 24.1243659 22.4350243 21.6033152 21.1390908 -8.37 0.94 0.6729767 -24.5 4
2251137525769 1.3203935 4.4969961 -56.4664475 101.770874 starSED/mlt/m4.6Full.dat.gz 30.9051089 28.6426892 27.2461684 25.6884053 24.9378899 24.572276 -5.08 4.63 0.1318257 43.9 4
1677005674505 1.3206323 4.495549 -56.4678941 101.770438 starSED/mlt/m3.1Full.dat.gz 26.7870994 24.6086502 23.2509104 22.006136 21.4326475 21.213495 -9.05 -3.86 0.3309787 -99.8 4
2251136229385 1.3098369 4.5080365 -56.4526038 101.759285 starSED/mlt/m1.2Full.dat.gz 30.3064587 28.0331092 26.6776822 25.8304371 25.4303532 25.2284331 -1.65 1.93 0.0527716 27.6 4
