#id coord_ra coord_dec flags_negative base_SdssCentroid_flag base_PixelFlags_flag_edge base_PixelFlags_flag_interpolated base_PixelFlags_flag_interpolatedCenter base_PixelFlags_flag_saturated base_PixelFlags_flag_saturatedCenter base_SdssCentroid_x base_SdssCentroid_y base_SdssCentroid_xErr base_SdssCentroid_yErr base_SdssShape_xx base_SdssShape_xy base_SdssShape_yy base_SdssShape_xxErr base_SdssShape_xyErr base_SdssShape_yyErr base_SdssShape_flag base_GaussianFlux_instFlux base_GaussianFlux_instFluxErr base_PsfFlux_instFlux base_PsfFlux_instFluxErr base_CircularApertureFlux_6_0_instFlux base_CircularApertureFlux_6_0_instFluxErr base_ClassificationExtendedness_value
281323062375219222 351.608005902 0.0514529026218 - False False False False False False 552.396275692 371.601820618 0.222534179688 0.23159751296 1.31335690773 0.054194273396 1.31647586419 0.423264354467 0.424269527197 0.299902677536 False 208.828737107 21.8196973631 252.448378931 26.9335252511 179.265228271 41.9227828979 0
281323062375219223 351.608953216 0.156193697512 - False False False False False False 1504.03819122 380.16586757 0.092107668519 0.0992004275322 1.91390614958 0.511310108322 2.30931596962 0.27403780818 0.330653548241 0.219056352973 False 851.563324069 43.1083892218 838.529289996 35.6491089308 867.685852051 46.792514801 0
281323062375219224 351.614938747 0.160937554662 - False False False False False False 1547.12340473 434.5823052 0.164776340127 0.203591838479 2.95237955991 0.411543368735 4.46859900853 0.547394514084 0.828513562679 0.479242086411 False 632.470273084 45.9651556974 460.527476089 29.6609433852 585.312438965 44.8330154419 1
281323062375219225 351.61486846 0.0492085882559 - False False False False False False 531.992998626 433.995853077 0.515636861324 0.335111528635 6.72968998342 0.358909102396 2.19578681111 1.6716606617 0.545435249805 0.678133845329 False 424.312864396 32.4169695033 281.382809796 26.6359274933 368.428924561 43.331363678 1
281323062375219226 351.616933472 0.186263866699 - False False False False False False 1777.18080359 452.703281271 0.0174349881709 0.0180936045945 1.96191887667 0.136832035818 2.05235439092 0.0548055768013 0.0573318637908 0.0397285558283 False 15017.7204235 144.372352268 14988.0721349 121.495303067 14734.4248047 104.14239502 0
281323062375219227 351.619097583 0.0113018363593 - False False False False False False 187.603118008 472.484196802 1.85926914215 1.97258293629 12.8184508245 1.84608560683 14.4695714945 2.27583479881 2.56898093224 1.72539901733 False 1097.78731683 74.4306500651 282.190832893 26.2765986505 765.195068359 45.9599761963 1
281323062375219228 351.621056631 0.176529241103 - False False True True False False 1688.74919949 490.195968771 0.253434687853 0.277287900448 1.20284690991 0.626802506985 1.6406702741 0.597434341908 0.814894080162 0.540262639523 False 130.54232441 20.3197575603 152.110544069 25.2171468498 69.6810302734 41.074344635 0
281323062375219229 351.622018823 0.0219339646994 - False False False False False False 284.185288656 499.030411341 0.0904280170798 0.0881187617779 2.98364012394 0.791742335623 2.9801892523 0.274295985699 0.273978710175 0.200560823083 False 1522.61329071 49.4900204216 1251.32105696 39.936364124 1436.7947998 50.4542007446 1
281323062375219230 351.622964196 0.133593682499 - False False False False False False 1298.6899298 507.558826567 0.203706249595 0.180950552225 2.23748409137 0.484833186643 1.99972889429 0.549041926861 0.490700751543 0.376542955637 False 368.186574106 29.6222309458 360.043079963 28.3930450441 366.889099121 43.216091156 0
281323062375219231 351.623249556 0.14745433947 - False False False False False False 1424.61675238 510.147736836 0.267256617546 0.493615061045 2.18675599894 -1.40418613403 3.07817771436 0.889055848122 1.2514756918 0.848100423813 False 183.135313363 28.3062108064 165.486417268 24.8879482959 168.818466187 41.8242416382 1
281323062375219232 351.62773849 0.0322550379913 - False False True False False False 377.940982791 551.02107713 0.0162981767207 0.0162492152303 1.8819884283 0.0590168632561 1.92143513745 0.0506727807224 0.0517348870635 0.036222063005 False 16664.732672 138.14748203 17182.1755929 130.657848955 16486.3515625 109.340888977 0
281323062375219233 351.629397823 0.200677962451 - False False False False False False 1908.07814159 566.014619659 0.0494469590485 0.0481938719749 2.14277545846 0.217963148101 1.92032783008 0.161881759763 0.145076334476 0.108987063169 False 2435.84545769 65.0617805968 2412.78844162 52.7187446905 2364.22705078 55.9002723694 0
281323062375219234 351.633851317 -0.00642724421797 - False False False False False False 26.5290351566 606.646418525 0.183907911181 0.153801083565 2.10319226901 0.134019861281 1.31811057403 0.528738200665 0.331370294094 0.29693710804 False 339.326576257 27.3350266736 371.329846472 29.2109875148 304.219818115 42.7854728699 0
281323062375219235 351.635058193 0.168271368813 - False False False False False False 1613.70997524 617.498603576 0.56446158886 0.503891348839 10.3430512129 -0.794834474216 4.08243153161 2.97488093376 1.1741938591 1.33141839504 False 439.103638622 41.6719653206 204.39180244 25.0963465031 326.241424561 43.0220489502 1
281323062375219236 351.636847511 0.177495022121 - False False False False False False 1697.49371313 633.761356978 0.0475526787341 0.0464670844376 1.97994490996 0.123077569706 1.86651228342 0.141003921628 0.13292568922 0.0970048159361 False 2507.10778511 59.2106664361 2533.81354143 53.8288669823 2492.36425781 56.6110191345 0
281323062375219237 351.638969739 0.138281797942 - False False False False False False 1341.25446709 653.074640135 0.416610956192 0.368461459875 5.33744433403 1.33383994463 2.17647856624 2.46298003197 1.00434267521 1.19426167011 False 199.654838042 32.5733474687 149.509097479 24.4870066767 148.496826172 41.6842536926 1
281323062375219238 351.640045323 0.145157216684 - False False False False False False 1403.71710233 662.850782221 0.378636419773 0.339747101068 2.21248362943 0.121903663591 1.88216447363 0.825724184513 0.702445328236 0.53948867321 False 201.941832963 26.646260196 190.666385344 25.1274318123 156.891693115 41.7445793152 0
281323062375219239 351.640260026 0.0689103915735 - False False False False False False 710.953448687 664.835144972 0.647821068764 0.430773168802 3.63326396701 -0.677190662193 2.37093039412 1.27478313446 0.831875145435 0.74730014801 False 256.914655868 29.574187764 205.079017647 25.4161170502 249.485931396 42.4534111023 1
281323062375219240 351.640260777 0.158240247188 - False False False False False False 1522.57411914 664.803919193 0.533977389336 0.576118707657 0.0833333333333 0 0.0833333333333 nan nan nan True 0 4.7370318537 146.697858601 24.1047118322 213.196716309 42.0848693848 0
281323062375219241 351.642053968 0.0106719391543 - False False True True False False 181.839747811 681.197619777 0.315689176321 0.305021762848 0.0833333333333 0 0.0833333333333 nan nan nan True 168.375494708 5.03733152219 160.577745015 25.2960201478 91.6756591797 41.199546814 0
281323062375219242 351.644548919 0.147833269985 - False False False False False False 1428.02107579 703.795022411 0.0578177981079 0.0543218813837 1.93814956415 0.0564138666061 1.71441327946 0.169454842806 0.149893298745 0.112748548388 False 1733.21050928 51.1476535289 1784.34555579 46.7141127932 1661.65942383 51.7695732117 0
281323062375219243 351.645166383 0.181671759224 - False False False False False False 1735.41847038 709.391485117 0.0514306500554 0.0538429692388 2.07972430291 -0.00311264934049 2.14625742205 0.157434850931 0.162471398711 0.11309004575 False 2292.21560766 61.3487316496 2191.61130057 50.233121915 2244.68261719 55.1437606812 0
281323062375219244 351.645437403 0.135980476287 - False False False False False False 1320.33455348 711.877596401 0.125738441944 0.146948888898 1.88038983898 -0.226658700733 2.35437440362 0.355638802052 0.445283681154 0.283017516136 False 558.762116316 32.2768263255 530.42389397 30.9326029829 485.445220947 44.203540802 0
281323062375219245 351.646529651 0.05761283271 - False False False False False False 608.294300043 721.843845744 0.24453791976 0.21383805573 2.70041300375 1.20156319575 1.78053457082 0.913314223289 0.602199554443 0.597973823547 False 238.827604899 28.2390184408 242.55655191 26.704416396 196.229110718 41.9808349609 0
281323062375219246 351.648734396 0.159927147049 - False False False False False False 1537.88364476 741.842741944 0.0202487669885 0.0205343160778 1.94563457159 0.0837964679409 2.02991405794 0.0644610375166 0.0672533065081 0.0465989559889 False 11477.5671765 110.373758122 11323.6510475 106.062249022 11223.8046875 93.0453262329 0
281323062375219247 351.652102315 0.129812460121 - False False False False False False 1264.28332396 772.475328746 0.189197301865 0.149258777499 3.70769635817 0.521556151546 2.08863381278 0.73984092474 0.416770011187 0.399483770132 False 538.658399342 38.001663667 441.234714004 29.2620697239 509.785980225 44.2381134033 1
281323062375219248 351.652717497 0.104747531777 - False False True True False False 1036.54769804 778.077811324 0.0159443356097 0.015787512064 2.00626602867 0.0246484486179 1.93110888311 0.049491494894 0.0476374812424 0.0343367122114 False 18490.8621622 160.84495739 18381.2804866 134.079748422 18000.8359375 113.471755981 0
281323062375219249 351.656670606 0.193792089136 - False False True False False False 1845.48807377 813.976067174 0.0964590907097 0.0981767848134 1.89521726974 0.287286320858 1.90026743675 0.261168777943 0.261864721775 0.187027007341 False 806.798020924 37.0882717736 811.630143746 35.0359919015 787.633789062 46.1173782349 0
281323062375219250 351.656945571 0.0923302485783 - False False False False False False 923.716531879 816.523334349 0.0718271434307 0.0747586488724 2.08090893905 0.062453258129 2.12108885746 0.209662050009 0.21371036768 0.149744033813 False 1357.2599633 46.1398188008 1308.8589744 41.3662551715 1323.71643066 49.6409797668 0
281323062375219251 351.659360048 0.0503810193294 - False False False False False False 542.565297119 838.499195358 0.0977809429169 0.0970494449139 2.45725644786 0.117758008945 2.24545279327 0.297059804201 0.271454691887 0.20104841888 False 1021.03690568 46.7247332921 937.890293536 36.7522494444 994.121459961 47.4939537048 1
281323062375219252 351.661891208 0.175674443165 - False False False False False False 1680.91107537 861.45224467 0.354309231043 0.265118986368 5.8064651894 -0.377740648995 5.17462195786 1.11694347858 0.995400846004 0.747357487679 False 800.482454124 51.327482626 436.312727693 28.555961276 722.971496582 45.7457580566 1
281323062375219253 351.664510771 0.108225433014 - False False False False False False 1068.12654294 885.297382649 2.50176978111 1.64638411999 17.3601178946 -5.71466174788 6.78423831754 5.734998703 2.24120593071 2.86507868767 False 449.7884174 52.5344165484 161.200090396 24.1954869228 301.570861816 42.749961853 1
281323062375219254 351.670089276 0.00906296802016 - False False False False False False 167.173200639 936.088393526 0.775476932526 0.394723147154 7.48738561777 0.805575749215 2.08347020094 2.52569198608 0.702809214592 0.961489260197 False 306.588310115 36.5645946417 202.923984593 25.6128192479 263.465881348 42.5288963318 1
281323062375219255 351.670261133 0.117707617373 - False False False False False False 1154.27006319 937.574372112 0.769319355488 0.649761795998 4.6523129357 0.138028149968 4.00184979766 nan nan nan True 432.619529714 35.9574668907 235.690861639 24.9629449859 453.416809082 43.8325920105 1
281323062375219256 351.675026357 -0.00790854415877 - True True False False False False 13 981 nan nan 2.14328552828 0.0874157673312 2.21172060388 0.026495102793 0.0273410920054 0.019046952948 False 78233.5807211 341.927302945 75468.8882965 269.600726166 75731.375 221.367980957 nan
281323062375219257 351.675877023 0.0134006064117 - False False False False False False 206.566981308 988.703249404 0.099343419075 0.104529924691 1.85330805651 0.238126565357 1.92912961322 0.259965896606 0.270601481199 0.189027607441 False 742.257609051 36.8110695182 767.045400387 34.9975088812 691.200927734 45.5360336304 0
281323062375219258 351.67629933 0.160125286035 - False False False False False False 1539.63412758 992.454792087 0.0258533582091 0.0252587012947 2.08363172969 0.0707374383481 2.10622482827 0.0758610665798 0.0766836330295 0.0539626479149 False 8388.01279376 107.777146529 7890.75513286 88.4101875411 8014.55664062 81.4422988892 0
281323062375219259 351.676424763 0.0105985820509 - False False False False False False 181.111617118 993.68672941 0.242190390825 0.328529834747 1.01109264292 0.747461144224 2.44933259024 0.448531985283 1.08655118942 0.546488642693 False 163.512352666 21.8988554076 186.910188829 25.8847255456 211.899002075 42.1859512329 0
281323062375219260 351.679145402 0.0625192723943 - False False False False False False 652.814619636 1018.37327863 0.0326370708644 0.0301365703344 2.11184659366 0.0488010754783 1.85027139965 0.105602167547 0.0925221815705 0.0699160173535 False 5104.38799299 82.0204310969 5108.48825047 73.467884034 5041.87060547 69.2185974121 0
281323062375219261 351.682143793 0.0989089433948 - False False False False False False 983.445467249 1045.615253 0.031203944236 0.0324455909431 1.76686575255 0.127646690907 1.94343896931 0.0850318819284 0.0935296192765 0.0632089301944 False 4833.97053754 83.1443042743 4950.06305055 72.5408406393 4761.96777344 67.9116439819 0
281323062375219262 351.682547458 0.084694423867 - False False True True False False 854.291110451 1049.29152652 0.2552523911 0.359686017036 0.0833333333333 0 0.0833333333333 nan nan nan True 0 4.99612367269 153.500502319 25.0491867186 80.247467041 41.1743545532 0
281323062375219263 351.685050361 0.147815900126 - False False False False False False 1427.79051346 1072.02205445 0.243451789021 0.183907464147 2.6098834065 -0.691948782655 1.36465228639 0.819498836994 0.428498446941 0.446296185255 False 251.071347029 27.231884358 253.135815617 26.4892335017 261.653320312 42.490737915 0
281323062375219264 351.687089109 0.0948615287439 - False False False False False False 946.661678877 1090.57828725 0.0711030960083 0.0624695084989 2.11641945474 0.0887971114937 1.87282649433 0.200593113899 0.177505493164 0.133561238647 False 1488.32171884 45.051698191 1466.7724044 43.1934093258 1433.81335449 50.3751983643 0
281323062375219265 351.687001068 0.15277745109 - False False False False False False 1472.8622474 1089.75516186 0.0812879577279 0.0812078043818 1.84833890715 0.0687573470582 1.97581183029 0.243525832891 0.260320872068 0.178152918816 False 996.094055992 38.9693654836 985.018480971 37.2740277505 967.104248047 47.4417228699 0
281323062375219266 351.687086513 0.0665769744572 - False False True True False False 689.668098815 1090.56896964 0.474786937237 0.8476806283 1.1282567636 -0.523457740936 5.63416564236 0.466722041368 2.33066558838 0.753213524818 False 206.28948634 27.1670345978 174.474650311 25.143204415 180.330062866 41.8304862976 1
281323062375219267 351.687538926 0.103497478394 - False False False False False False 1025.12718696 1094.6643363 0.818913578987 1.09397637844 5.45277580937 0.072422118021 6.42259731902 nan nan nan True 351.611625032 40.0007159693 158.394864456 23.9405670353 301.818054199 42.7975387573 1
281323062375219268 351.689595084 0.0105479778265 - False False False False False False 180.628260018 1113.4274211 0.0666085034609 0.0700203180313 1.80074364542 0.0581704722219 1.94572643687 0.17995403707 0.194442614913 0.132333904505 False 1301.98042502 45.3918850721 1354.37993795 42.3828387333 1357.36901855 49.9096755981 0
281323062375219269 351.691538348 0.0221839935677 - False False False False False False 286.331848011 1131.08090471 0.0177204888314 0.017569154501 2.03856254774 0.0449902939959 1.99435432753 0.0559884272516 0.0547742657363 0.0391679219902 False 15522.0272657 150.722369601 15506.4508897 124.43239576 15226.7539062 105.605209351 0
281323062375219270 351.696518689 0.196559525388 - False False False False False False 1870.55217624 1176.26081643 0.164390206337 0.146782591939 2.9516702851 0.443966258701 2.23604659582 0.571259081364 0.432759046555 0.356791585684 False 563.551875499 34.7127592967 452.31598398 28.4423748087 501.71484375 44.2975921631 1
281323062375219271 351.703618625 0.084364238959 - False False False False False False 851.253180673 1240.86444767 0.347702592611 0.263858526945 1.85444134655 0.110800142795 0.982913576585 0.814672768116 0.431802749634 0.42080116272 False 149.578422664 20.7796883074 177.15224361 25.5110762566 158.695861816 41.7718467712 0
281323062375219272 351.705069801 0.0825811135352 - False False False False False False 835.049033093 1254.05897272 0.215792238712 0.317400246859 0.587112707271 -0.16439552093 1.75923736807 0.015741256997 0.047167442739 0.0195179712027 False 147.684654151 21.2755134111 191.660768882 25.9357804498 178.880569458 41.8971214294 0
281323062375219273 351.710304302 0.0198599437896 - False False False False False False 265.184907886 1301.69800303 0.0439379364252 0.0395228154957 1.96376355655 0.00833372804113 1.68051379114 0.134031206369 0.114698775113 0.0876742228866 False 2783.59574479 63.1378121077 2933.67383623 58.1760712802 2779.20483398 58.1901245117 0
281323062375219274 351.598437645 0.163030416027 - False False False False False False 1566.16551317 284.558192152 0.00221344921738 0.00236265966669 1.85281423983 0.122782861484 2.1186105835 0.00664226198569 0.00759513117373 0.00503202760592 False 863081.860343 1100.24489585 866244.557287 908.171392136 846264.1875 727.818115234 0
281323062375219275 351.598706096 0.160700605357 - True False False False False False 1545 287 nan nan 3432.69718145 -366.630637443 2426.61624039 413.5753479 292.361541748 247.855499268 True 22690.6316811 966.541964429 78.7505033467 24.8981874754 246.499511719 45.24792099 nan
281323062375219276 351.595759829 0.162796942121 - False False False False False False 1564.04935372 260.212403513 0.330537587404 0.606871426105 0.730307110488 -0.00675069694367 2.68971212823 0.354035705328 1.30390918255 0.480437904596 False 135.618853033 23.2443088939 162.790194588 25.0627468976 240.485321045 44.0089759827 0
281323062375219277 351.600685964 0.161471542063 - True False False False False False 1552 305 211.708709717 78.0756530762 4398.78394499 -2527.39279047 4822.11335573 nan nan nan True nan 1187.18807515 116.839440581 24.5391872537 242.292510986 44.6182823181 nan
281323062375219278 351.596176328 0.160920260636 - True False False False False False 1547 264 nan nan 1490.58147048 270.338628708 1822.60789708 nan nan nan True 15224.3498968 771.102986168 93.0222461677 24.455967404 166.452651978 43.4115142822 nan
281323062375219279 351.600613742 0.161103687784 - False False False False False False 1548.65836938 304.343557778 0.440684944391 0.354168921709 63.4693024052 8.41654852723 49.8466724564 nan nan nan True 841.338122489 114.911774056 104.238666699 24.2428437743 102.459091187 43.8274269104 1
281323062375219280 351.600014096 0.101095976879 - False False True False False False 1003.46441914 298.91568255 0.00283741066232 0.00307008670643 1.81444918146 0.0826464802276 2.04221693858 0.0085490103811 0.00962216686457 0.00641917577013 False 500289.111497 750.474594748 507536.698584 696.068161612 493613.5 556.60760498 0
281323062375219281 351.599622957 0.0988498668327 - False False False False False False 983.056953701 295.360475624 1.20293831825 0.538994431496 48.1248113099 -3.69671783806 46.8981364211 nan nan nan True 898.930242697 131.223958108 154.121128192 24.6504336776 241.777709961 43.8516120911 1
281323062375219282 351.601052607 0.0986702616595 - False False False False False False 981.422490224 308.358502164 0.575258016586 1.17567539215 3606.25284363 -312.575383526 1394.35460236 484.452575684 187.313186646 215.06690979 True 17595.5945018 835.707043364 156.377786601 24.4648616156 353.45211792 43.0962982178 1
281323062375219283 351.675026357 -0.00790854415877 - True True False False False False 13 981 nan nan 2.14328552828 0.0874157673312 2.21172060388 0.026495102793 0.0273410920054 0.019046952948 False 78233.5807211 341.927302945 75468.8479742 269.600726166 75731.4296875 221.367980957 nan
281323062375219284 351.673486629 -0.00713820127814 - True False False False False False 20 967 nan nan 107.831305871 27.625342578 27.9378433726 40.8873443604 10.5934371948 16.4751625061 False 838.580192679 112.420013604 129.406787055 24.9284037668 246.200714111 42.6188545227 nan
281323062375219285 351.682143852 0.0989090728687 - False False False False False False 983.446643545 1045.6157873 0.031193388626 0.0324442870915 1.76517055065 0.126941564962 1.94206788555 0.08497299999 0.0934886038303 0.0631717890501 False 4830.72124743 83.1106184492 4947.18808815 72.540761785 4753.89160156 67.9117050171 0
281323062375219286 351.681643438 0.0980372328738 - False False False False False False 975.525991237 1041.06653927 0.422937005758 0.492535412312 1.34225484188 0.259665525271 4.09588754801 0.628779470921 1.91871905327 0.781424164772 False 169.923643441 30.5254950426 153.28977932 24.6885374334 178.241973877 42.7115135193 1
281323062375219287 351.696509169 0.19657026827 - False False False False False False 1870.64976627 1176.17425502 0.170838296413 0.13541726768 2.75636102095 0.411205087587 1.44802208788 0.556817114353 0.292517393827 0.291358053684 False 474.575203469 30.512057025 431.642615521 28.4379961953 420.152008057 44.3395500183 1
281323062375219288 351.696312059 0.195561142123 - False False False False False False 1861.48463296 1174.38297602 0.287996917963 0.236078202724 1.85562330147 0.849179874963 1.41918822424 0.596683084965 0.456345677376 0.416445672512 False 191.971381174 21.8245589739 201.704275348 24.6382548778 206.684326172 42.1382865906 0
427955936858996737 351.563928958 0.0595930172753 - True True False False False False 622 4 nan nan 2.34894840565 0.950015118933 6.52574809947 nan nan nan True 4775.18158548 58.7476304592 2075.02768238 41.1774674767 nan nan nan
427955936858996738 351.564369901 0.082706112428 - True True False False False False 832 8 nan nan 1.58634668459 -0.140475579239 1.64372129902 0.0261872392148 0.0271343737841 0.0189202520996 False 44591.4799544 260.25466222 44335.1197736 205.797245351 44071.3085938 170.692672729 nan
427955936858996739 351.564481619 0.123539789158 - True True False False False False 1203 9 nan nan 1.97891906032 -0.515695375722 1.98031080185 0.371159136295 0.371420174837 0.271303445101 False 548.190357927 36.351181241 492.379402042 28.4919438381 520.328613281 43.7177963257 nan
427955936858996740 351.565138677 0.0400014112881 - True True True False False False 444 15 nan nan 2.12034294348 -0.0705648215188 1.67180733772 0.0239639282227 0.0188946183771 0.0150569798425 False 92110.9779261 368.059732885 84856.0229514 280.395396974 88659.5 238.849975586 nan
427955936858996741 351.566458185 0.0633776888734 - False False False False False False 656.391582875 26.9859487438 0.122763611376 0.133519038558 1.44017479727 -0.0167749072538 1.47189481858 0.305700659752 0.312433749437 0.218545034528 False 416.664013701 28.3766859978 436.666484349 27.9424938531 430.145385742 42.9945449829 0
427955936858996742 351.566492613 0.0677062894504 - False False False False False False 695.720084229 27.2974904461 0.240944266319 0.401532113552 0.886227354797 0.641458160911 2.25902801368 0.370096981525 0.943391501904 0.458751261234 False 143.423854978 21.4682356025 147.750800603 22.5167630463 150.410186768 40.9020195007 0
